Unique Sample Number,Days after inoculation,Date,Licor,Trial,Treatment,Species,Plant Number,Isolate Number,Unique Sample Number,Obs,Photosynthesis,Conductance,Ci
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,1,1.715785169,0.012786705,179.7480607
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,2,1.747086399,0.012754093,175.3498004
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,3,1.772628591,0.013013506,176.5857488
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,4,1.797518298,0.013299282,178.243642
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,5,2.185647051,0.01404372,145.9611584
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,6,1.811281687,0.014232361,190.9501214
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,7,2.293899798,0.014588342,143.2872376
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,8,2.190351589,0.014615638,155.1798278
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,9,1.604485449,0.015177692,224.9967768
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,10,1.862052174,0.015991937,207.9327384
2DroughtBoth Pathogens5,22,6/21/18,6400,2,Drought,Both Pathogens,5,,41,11,1.964301551,0.016764957,206.7881457
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,1,0.407233515,0.00490384,261.7261151
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,2,0.010794999,0.004545607,388.8342022
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,3,0.579447802,0.003022345,90.10938146
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,4,0.607149276,0.001308522,-339.0844877
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,5,0.69738053,0.001524206,-328.9519148
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,6,0.855005156,0.001743292,-380.7659444
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,7,0.639660304,0.001587969,-242.4757938
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,8,0.665312046,0.001479113,-316.5188263
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,9,0.865116868,0.001419427,-568.3908495
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,10,0.428334689,0.001628885,-21.83831459
2DroughtIndigenous Pathogen 7,22,6/21/18,6400,2,Drought,Indigenous Pathogen ,7,4,42,11,0.624253416,0.001381146,-320.0128453
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,1,1.159599543,-0.002933485,1014.627536
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,2,1.449328776,-0.003152665,1117.198221
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,3,0.634678838,-0.001011661,1382.925618
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,4,0.305035262,0.005927632,312.246879
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,5,-0.239082253,0.008873245,435.8990698
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,6,-0.090250691,0.008678172,409.5412224
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,7,0.31377004,0.008868618,337.3165335
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,8,0.343963884,0.00843247,328.4675857
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,9,0.078451506,0.008718062,378.7751443
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,10,0.163010621,0.008145029,361.2448107
2DroughtExotic Pathogen 8,22,6/21/18,6400,2,Drought,Exotic Pathogen ,8,4,43,11,0.092357399,0.008369768,375.1890234
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,1,0.339895302,0.005070397,286.9102709
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,2,0.292615373,0.00477125,295.8960719
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,3,0.431187178,0.004748748,249.3896105
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,4,0.482886739,0.004718419,231.2024918
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,5,0.479753177,0.004528877,225.5911138
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,6,0.20220205,0.0049013,327.5752225
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,7,0.231281876,0.004788087,316.3790574
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,8,0.047715839,0.004675453,376.5005763
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,9,0.232797645,0.004499413,310.9595066
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,10,0.288208519,0.004403422,289.2644908
1WetIndigenous Pathogen 10,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,10,5,44,11,0.172153469,0.004435197,331.3331286
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,1,7.011360719,0.061986513,208.4192512
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,2,8.56139802,0.067254083,185.5985242
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,3,8.892538797,0.077435554,204.03424
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,4,9.393795345,0.083474951,207.0026207
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,5,9.661128596,0.084639665,204.225753
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,6,9.810742218,0.085192478,202.4144919
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,7,10.17719141,0.089371884,204.2450124
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,8,10.39118002,0.091434787,204.4914157
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,9,10.31669342,0.09355533,210.0518427
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,10,10.36275637,0.09625408,213.7821888
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,11,10.77878438,0.096443719,207.2263472
1WetIndigenous Pathogen 5,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,5,3,45,12,10.56561048,0.092950982,203.7613625
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,1,8.32629034,0.069371648,196.9585036
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,2,8.099115651,0.053514893,145.3713277
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,3,7.647773774,0.065170246,201.2178143
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,4,9.240423123,0.060777544,145.3752968
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,5,8.739181238,0.060834382,159.0697756
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,6,8.281123522,0.057451523,158.0698113
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,7,9.794243439,0.058476745,120.6326856
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,8,8.876099279,0.064310245,168.5737415
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,9,8.927264153,0.063942323,166.1629148
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,10,8.522508969,0.055488589,142.9419849
1WetIndigenous Pathogen 2,22,6/21/18,6400,1,Wet,Indigenous Pathogen ,2,1,46,11,8.366497643,0.058169863,158.8414753
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,1,5.195051839,0.052040472,231.1087067
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,2,5.42817286,0.055401576,233.7705036
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,3,5.844505418,0.057397697,227.2342194
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,4,6.068612783,0.058378363,223.9610054
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,5,5.399761106,0.058072836,241.2344953
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,6,5.812157067,0.060450278,236.190726
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,7,6.07925519,0.065144088,240.6081721
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,8,6.145068645,0.064909328,238.3526841
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,9,6.103053942,0.065072173,239.777669
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,10,5.934070781,0.065793598,245.4830605
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,11,5.908119772,0.065812678,246.1598769
1WetExotic Pathogen 10,22,6/21/18,6400,1,Wet,Exotic Pathogen ,10,5,47,12,5.923469915,0.065727509,245.5369089
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,1,6.571920883,0.053121276,192.0359607
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,2,6.772778732,0.054391726,190.674192
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,3,6.681223407,0.055090122,195.8050868
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,4,6.878535185,0.056580267,195.2932314
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,5,7.144596862,0.059159545,196.5687557
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,6,7.265147667,0.060253385,196.7566746
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,7,7.231503854,0.060520313,198.4948661
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,8,7.295192971,0.063203327,204.8733175
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,9,7.024570524,0.064433168,215.0063152
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,10,7.009231487,0.064260368,214.9166549
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,11,7.816514559,0.070420182,211.5735928
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,12,7.88854613,0.071626759,212.8619967
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,13,7.76431887,0.072977743,218.7659083
1WetControl6,22,6/21/18,6400,1,Wet,Control,6,,48,14,7.278511286,0.071938809,226.9282375
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,1,0.025653087,0.004572983,384.1539536
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,2,0.59469871,0.004483872,183.6812218
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,3,0.54546666,0.004440964,199.1479693
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,4,0.363113772,0.005150346,281.7966746
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,5,0.254992162,0.00509714,313.958924
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,6,0.849988239,0.005018097,125.5370441
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,7,0.207704585,0.005068311,328.1290955
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,8,1.004036138,0.00517024,86.1141792
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,9,0.470121012,0.005330265,253.6368612
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,10,0.426652189,0.005360327,267.2130633
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,11,0.553070947,0.005504061,234.2075023
1DroughtIndigenous Pathogen 1,22,6/21/18,6400,1,Drought,Indigenous Pathogen ,1,1,49,12,0.636575289,0.005776816,218.8972012
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,1,3.1506536,0.022754474,171.6289398
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,2,3.369309568,0.024235048,170.6589223
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,3,3.45273056,0.026787513,186.4440937
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,4,3.421412967,0.029197675,204.8619022
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,5,3.438815267,0.029499103,205.7645233
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,6,3.631756102,0.031073822,205.1659562
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,7,3.903407959,0.032308076,198.8151472
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,8,4.379982218,0.034220484,187.4495032
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,9,4.174187067,0.035472065,203.6995392
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,10,4.036114758,0.036525813,214.9267345
1DroughtExotic Pathogen 9,22,6/21/18,6400,1,Drought,Exotic Pathogen ,9,5,50,11,4.592210098,0.038735061,202.114117
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,1,0.71013446,0.00512809,174.1684444
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,2,1.051730008,0.007082619,158.2148332
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,3,1.544517605,0.008902013,118.350344
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,4,1.765993455,0.010729958,132.1754212
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,5,1.756629322,0.011152041,143.3054965
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,6,1.823592004,0.011220645,135.376762
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,7,2.253088732,0.013543805,128.9954457
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,8,2.423900543,0.014046794,119.1011822
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,9,2.675638942,0.015168355,112.7450036
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,10,3.090922444,0.016987563,103.6756603
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,11,2.875415824,0.017134086,126.089303
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,12,2.853410583,0.017291149,130.4522148
1DroughtControl1,22,6/21/18,6400,1,Drought,Control,1,5,51,13,2.926740282,0.017253899,122.9432916
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,1,9.854644848,0.078902518,187.0579967
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,2,9.743092928,0.078303344,187.8823658
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,3,9.80771666,0.077155146,183.6069699
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,4,10.69762956,0.076741821,164.2190928
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,5,11.57631039,0.076002846,143.9955017
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,6,10.2197098,0.074574178,167.7036573
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,7,9.783575784,0.074391597,176.7443407
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,8,9.4280425,0.073276159,181.4592526
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,9,9.207658016,0.072457565,183.8568447
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,10,9.201326339,0.070655117,178.8615797
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,11,9.356379026,0.069963306,173.4526451
2WetExotic Pathogen 6,35,7/4/18,6400,2,Wet,Exotic Pathogen ,6,3,52,12,9.444655815,0.069451279,169.9416454
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,1,0.136985787,0.002646448,309.7807071
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,2,0.149496441,0.002548624,298.929693
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,3,-0.240730671,0.00302681,516.2996446
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,4,0.505198882,0.003165141,140.0384228
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,5,0.438745679,0.003281323,180.7872279
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,6,0.240523551,0.003217194,273.6653334
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,7,-0.004069101,0.00323642,393.076445
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,8,-0.103853544,0.003219908,442.0839825
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,9,0.3174,0.003332243,241.4853329
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,10,0.201196358,0.002837899,279.7332107
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,11,0.177883409,0.003088827,300.6997683
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,12,0.147523859,0.003051967,315.2754992
2WetExotic Pathogen 1,35,7/4/18,6400,2,Wet,Exotic Pathogen ,1,1,53,13,-0.349728113,0.003309638,557.5985469
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,1,7.097540334,0.114028211,292.6825821
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,2,7.473296861,0.111252381,284.1970686
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,3,7.747115468,0.127273852,294.7870796
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,4,7.32597972,0.124061046,297.7581068
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,5,7.49916473,0.121673609,293.482222
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,6,7.525830517,0.121299496,292.8030125
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,7,7.329171763,0.120665097,294.9379308
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,8,7.429468063,0.117780757,291.0892097
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,9,7.540100761,0.116039007,287.9692667
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,10,7.435354458,0.116290937,289.66439
2WetExotic Pathogen 10,9,6/8/18,6400,2,Wet,Exotic Pathogen ,10,5,54,11,7.565778022,0.114734937,286.4765339
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,1,13.24741321,0.207855468,286.5335317
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,2,13.82891951,0.231796253,293.1242686
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,3,12.61536111,0.220204438,296.9710109
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,4,13.69315437,0.237787923,296.5386747
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,5,12.56537058,0.224276402,298.9549426
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,6,12.82967814,0.222782587,296.298053
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,7,12.81450931,0.22069131,295.4751805
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,8,12.82176202,0.219986996,295.0234268
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,9,12.87111383,0.216810559,293.2073017
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,10,13.50953146,0.230410483,294.3781565
2WetExotic Pathogen 4,9,6/8/18,6400,2,Wet,Exotic Pathogen ,4,2,55,11,12.55751869,0.218293152,296.075209
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,1,10.13674499,0.054300542,93.20426626
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,2,10.12164948,0.068996024,156.8466409
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,3,10.5712089,0.074639183,164.8901871
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,4,8.448783132,0.077571579,217.4194432
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,5,9.967168452,0.093527626,220.720242
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,6,9.470876806,0.100634719,240.549742
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,7,10.16068453,0.107497908,239.8464327
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,8,9.716449378,0.106443415,244.9764229
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,9,10.06673945,0.109892729,244.1895727
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,10,10.66571382,0.104077571,226.0337907
2WetControl8,9,6/8/18,6400,2,Wet,Control,8,,56,11,10.76965651,0.104683473,225.38285
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,1,8.767367398,0.172448436,308.2571394
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,2,9.086131966,0.161768992,299.9571992
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,3,9.322458727,0.163962704,298.5251853
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,4,9.681586516,0.155210622,289.682886
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,5,9.932017894,0.150471446,283.8764936
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,6,10.41107652,0.146221807,275.515823
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,7,10.4949999,0.143897023,272.7367064
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,8,10.27877891,0.14017438,272.1246768
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,9,10.84602191,0.140514219,265.8647484
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,10,10.57535267,0.139414471,268.1222347
2WetControl7,9,6/8/18,6400,2,Wet,Control,7,,57,11,10.90120729,0.135108663,260.4284723
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,1,5.651090549,0.040272115,169.7480684
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,2,5.626348529,0.040269137,170.7191817
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,3,5.872170263,0.040323766,161.2430138
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,4,5.777716045,0.040911032,168.2532806
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,5,5.921100632,0.040652171,161.179797
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,6,5.935738745,0.04152246,165.4225234
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,7,6.474283444,0.047387911,175.1090523
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,8,6.521434188,0.047634149,174.6136984
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,9,6.378219138,0.047148045,177.2579555
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,10,6.458272922,0.047787592,177.4352923
2WetControl6,9,6/8/18,6400,2,Wet,Control,6,,58,11,6.616702826,0.047252168,169.671909
2WetControl3,35,7/4/18,6400,2,Wet,Control,3,,59,1,7.383435125,0.034170629,45.72839707
2WetControl3,35,7/4/18,6400,2,Wet,Control,3,,59,2,5.248083896,0.033957087,143.0342545
2WetControl3,35,7/4/18,6400,2,Wet,Control,3,,59,3,7.06899478,0.032296103,41.53019815
2WetControl3,35,7/4/18,6400,2,Wet,Control,3,,59,4,5.750303361,0.031525463,99.58103323
2WetControl3,35,7/4/18,6400,2,Wet,Control,3,,59,5,5.328544724,0.030724025,113.9643772
2WetControl3,35,7/4/18,6400,2,Wet,Control,3,,59,6,6.78432744,0.029980669,30.10747555
2WetControl3,35,7/4/18,6400,2,Wet,Control,3,,59,7,4.918705484,0.031348482,141.0584691
